timestamp,value,dayofweek,month,day,quarter,dayofyear,weekend,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30
2020-02-17,299.7146338561893,0,2,17,1,48,0,303.6060836750393,308.3067752678154,312.3310466330229,314.8949742109146,316.05607010880533,316.9673537038974,318.74732154248056,310.26813392224057,6.628841223567125,317.04388313174474,8.574112861204826,318.847664840005,6.325810102931401
2020-02-18,297.35966542661765,1,2,18,1,49,0,299.7146338561893,303.6060836750393,308.3067752678154,312.3310466330229,314.8949742109146,316.05607010880533,316.9673537038974,307.46703559691497,7.4215358498778645,315.1835083382572,9.822470933110957,317.9025543943901,7.306739686986238
2020-02-19,296.3713997374579,2,2,19,1,50,0,297.35966542661765,299.7146338561893,303.6060836750393,308.3067752678154,312.3310466330229,314.8949742109146,316.05607010880533,304.65493982957963,7.353702120618163,313.1261646155509,10.557812078661863,317.04496502777886,8.246589478170897
2020-02-20,295.9196131255614,3,2,20,1,51,0,296.3713997374579,297.35966542661765,299.7146338561893,303.6060836750393,308.3067752678154,312.3310466330229,314.8949742109146,301.9441739602434,6.383200302084808,310.92466045968837,10.712803556712494,316.2273066174421,9.07215234166005
2020-02-21,294.5310365473913,4,2,21,1,52,0,295.9196131255614,296.3713997374579,297.35966542661765,299.7146338561893,303.6060836750393,308.3067752678154,312.3310466330229,299.4013153765818,4.937544101490799,308.6385851222268,10.538582035974024,315.374036301621,9.86193688127259
2020-02-22,292.11270242453713,5,2,22,1,53,1,294.5310365473913,295.9196131255614,296.3713997374579,297.35966542661765,299.7146338561893,303.6060836750393,308.3067752678154,297.08787639897054,3.7109907503125177,306.32016550044574,10.33227841169461,314.4335990350559,10.684363361307412
2020-02-23,289.55659738252416,6,2,23,1,54,1,292.11270242453713,294.5310365473913,295.9196131255614,296.3713997374579,297.35966542661765,299.7146338561893,303.6060836750393,295.08080692861125,3.3828872434471715,304.03394811730385,10.240591640221693,313.4290722990944,11.554146894089003
2020-02-24,288.0471289888097,0,2,24,1,55,0,289.55659738252416,292.11270242453713,294.5310365473913,295.9196131255614,296.3713997374579,297.35966542661765,299.7146338561893,293.4140205189856,3.5873990445767783,301.8410772206131,10.134024154636634,312.42577715941945,12.405847852015732
2020-02-25,288.3976470031754,1,2,25,1,56,0,288.0471289888097,289.55659738252416,292.11270242453713,294.5310365473913,295.9196131255614,296.3713997374579,297.35966542661765,292.13373217277956,3.5435037556343056,299.80038388484724,9.721899775017361,311.49394790574513,13.129499934526812
2020-02-26,290.2225908690649,2,2,26,1,57,0,288.3976470031754,288.0471289888097,289.55659738252416,292.11270242453713,294.5310365473913,295.9196131255614,296.3713997374579,291.2553309058663,3.0449966171629015,297.9551353677229,8.807850315063662,310.65146272664754,13.663796718719333
2020-02-27,292.4893498232188,3,2,27,1,58,0,290.2225908690649,288.3976470031754,288.0471289888097,289.55659738252416,292.11270242453713,294.5310365473913,295.9196131255614,290.76529329124594,2.370595649776022,296.3547336257447,7.419183163251659,309.8485654069863,14.007018647082836
2020-02-28,293.8430525651758,4,2,28,1,59,0,292.4893498232188,290.2225908690649,288.3976470031754,288.0471289888097,289.55659738252416,292.11270242453713,294.5310365473913,290.6670098652151,2.1963038975611093,295.0341626208984,5.832448226339674,309.011113771334,14.192881495761291
2020-02-29,293.90842782641363,5,2,29,1,60,1,293.8430525651758,292.4893498232188,290.2225908690649,288.3976470031754,288.0471289888097,289.55659738252416,292.11270242453713,290.92354206548316,2.4798725403177824,294.0057092322269,4.407370428333756,308.08802931990544,14.246261436391634
2020-03-01,293.30827380987256,6,3,1,1,61,1,293.90842782641363,293.8430525651758,292.4893498232188,290.2225908690649,288.3976470031754,288.0471289888097,289.55659738252416,291.45949584081865,2.5398913847737115,293.270151384715,3.4336398613940258,307.09431276377614,14.201246587957938
2020-03-02,293.45097813498074,0,3,2,1,62,0,293.30827380987256,293.90842782641363,293.8430525651758,292.4893498232188,290.2225908690649,288.3976470031754,288.0471289888097,292.2314742902717,2.115671232690995,292.8227474046286,2.895187446564949,306.09899542508754,14.071299897500227
2020-03-03,294.91238671712165,1,3,3,1,63,0,293.45097813498074,293.30827380987256,293.90842782641363,293.8430525651758,292.4893498232188,290.2225908690649,288.3976470031754,293.16215139226404,1.4878580401011074,292.6479417825218,2.6649087702742493,305.1779775126154,13.8605519966578
2020-03-04,297.41704219172067,2,3,4,1,64,0,294.91238671712165,293.45097813498074,293.30827380987256,293.90842782641363,293.8430525651758,292.4893498232188,290.2225908690649,294.1899301526434,1.599536634398692,292.72263052925484,2.789053956602268,304.34874188060235,13.541727697797434
2020-03-05,299.77173751082967,3,3,5,1,65,0,297.41704219172067,294.91238671712165,293.45097813498074,293.30827380987256,293.90842782641363,293.8430525651758,292.4893498232188,295.23027125087356,2.4508344630319066,292.99778227105975,3.2761842066794715,303.56096937978185,13.074279891530871
2020-03-06,300.5529218636365,4,3,6,1,66,0,299.77173751082967,297.41704219172067,294.91238671712165,293.45097813498074,293.30827380987256,293.90842782641363,293.8430525651758,296.1888240077965,3.0554325263938678,293.4279169365058,3.839801901849604,302.7402597133916,12.42755033790988
2020-03-07,299.39073213510767,5,3,7,1,67,1,300.5529218636365,299.77173751082967,297.41704219172067,294.91238671712165,293.45097813498074,293.30827380987256,293.90842782641363,296.9720103376099,3.0760459105075855,293.9477762015466,4.129768545337091,301.82859507430726,11.580515473782532
2020-03-08,297.28662812034224,6,3,8,1,68,1,299.39073213510767,300.5529218636365,299.77173751082967,297.41704219172067,294.91238671712165,293.45097813498074,293.30827380987256,297.54034666767706,2.6200294647617275,294.49992125424785,4.01259775419502,300.85361296925686,10.620074051337916
2020-03-09,295.3174449305715,0,3,9,1,69,0,297.28662812034224,299.39073213510767,300.5529218636365,299.77173751082967,297.41704219172067,294.91238671712165,293.45097813498074,297.8069847813329,2.194994773280039,295.0192295358023,3.557943563817104,299.87850856262685,9.667619473561237
2020-03-10,294.36564621028526,1,3,10,1,70,0,295.3174449305715,297.28662812034224,299.39073213510767,300.5529218636365,299.77173751082967,297.41704219172067,294.91238671712165,297.72887899464195,2.3212576310483977,295.445515193453,3.0204973444672785,298.97190874475274,8.800298033495752
2020-03-11,294.2783238181198,2,3,11,1,71,0,294.36564621028526,295.3174449305715,297.28662812034224,299.39073213510767,300.5529218636365,299.77173751082967,297.41704219172067,297.2804906555561,2.6686808868294465,295.73521040409975,2.6531943809520775,298.156275487274,8.001976434076465
2020-03-12,293.82301304803326,3,3,12,1,72,0,294.2783238181198,294.36564621028526,295.3174449305715,297.28662812034224,299.39073213510767,300.5529218636365,299.77173751082967,296.43067287515663,2.6902185396915907,295.83047206301507,2.5496088138455235,297.38479746541185,7.201490095430334
2020-03-13,291.72991704533285,4,3,13,1,73,0,293.82301304803326,294.2783238181198,294.36564621028526,295.3174449305715,297.28662812034224,299.39073213510767,300.5529218636365,295.1702436153989,2.4968997431623965,295.6795338115977,2.7323183810369183,296.5739256966295,6.345289286962681
2020-03-14,288.07236609178386,5,3,14,1,74,1,291.72991704533285,293.82301304803326,294.2783238181198,294.36564621028526,295.3174449305715,297.28662812034224,299.39073213510767,293.55333418063844,2.9346669066564877,295.26267225912414,3.3894824101257437,295.67983875932515,5.509403063697977
2020-03-15,283.296362174738,6,3,15,1,75,1,288.07236609178386,291.72991704533285,293.82301304803326,294.2783238181198,294.36564621028526,295.3174449305715,297.28662812034224,291.55472475983777,4.377604613053265,294.54753571375744,4.653904092671114,294.7120159440489,5.011158170368569
2020-03-16,279.46623930085514,0,3,16,1,76,0,283.296362174738,288.07236609178386,291.72991704533285,293.82301304803326,294.2783238181198,294.36564621028526,295.3174449305715,289.29026681273547,5.930985892451807,293.54862579703416,6.163404850812253,293.7506647451503,5.0791318176110405
2020-03-17,276.8975724802983,1,3,17,1,77,0,279.46623930085514,283.296362174738,288.07236609178386,291.72991704533285,293.82301304803326,294.2783238181198,294.36564621028526,286.7948277084516,7.01532185605902,292.2618533515468,7.575542822664534,292.86038103865883,5.605567136898669
2020-03-18,275.6166832017188,2,3,18,1,78,0,276.8975724802983,279.46623930085514,283.296362174738,288.07236609178386,291.72991704533285,293.82301304803326,294.2783238181198,284.12887904896576,7.239770591087759,290.7046848522609,8.604980323585583,292.05711601684317,6.275998058858195
2020-03-19,274.55439848083813,3,3,19,1,79,0,275.6166832017188,276.8975724802983,279.46623930085514,283.296362174738,288.07236609178386,291.72991704533285,293.82301304803326,281.37621982508074,6.571912250976063,288.90344635011866,9.181049825944374,291.29694045198386,6.955891776112675
2020-03-20,272.4500291238597,4,3,20,1,80,0,274.55439848083813,275.6166832017188,276.8975724802983,279.46623930085514,283.296362174738,288.07236609178386,291.72991704533285,278.6219501220131,5.454600610683766,286.896096868706,9.50459046298591,290.4995614315306,7.686822607399555
2020-03-21,269.3965298459989,5,3,21,1,81,1,272.4500291238597,274.55439848083813,275.6166832017188,276.8975724802983,279.46623930085514,283.296362174738,288.07236609178386,275.95397351547246,4.554984997935184,284.7536538480554,9.845897952898603,289.6154586555452,8.521862072522987
2020-03-22,266.0105229873889,6,3,22,1,82,1,269.3965298459989,272.4500291238597,274.55439848083813,275.6166832017188,276.8975724802983,279.46623930085514,283.296362174738,273.48456791727966,4.596431933404438,282.51964633855874,10.320258796326662,288.6647748702118,9.490390701608582
2020-03-23,263.7228199241907,0,3,23,1,83,0,266.0105229873889,269.3965298459989,272.4500291238597,274.55439848083813,275.6166832017188,276.8975724802983,279.46623930085514,271.2355080063276,5.014421818924753,280.2628874095315,10.75187362369498,287.71844545353355,10.4968052374069
2020-03-24,263.1842045704676,1,3,24,1,84,0,263.7228199241907,266.0105229873889,269.3965298459989,272.4500291238597,274.55439848083813,275.6166832017188,276.8975724802983,269.2764554477804,5.111520672094394,278.03564157811604,10.835060928706245,286.8393656931317,11.40276950933766
2020-03-25,264.3450101569038,2,3,25,1,85,0,263.1842045704676,263.7228199241907,266.0105229873889,269.3965298459989,272.4500291238597,274.55439848083813,275.6166832017188,267.66621644137825,4.522839052490829,275.897547745172,10.324688552938108,286.0492950654015,12.11508380564623
2020-03-26,265.9533210749124,3,3,26,1,86,0,264.3450101569038,263.1842045704676,263.7228199241907,266.0105229873889,269.3965298459989,272.4500291238597,274.55439848083813,266.4374910976746,3.357951645083712,273.90685546137763,9.23152989770982,285.3011508677927,12.646417285359039
2020-03-27,266.8201776754748,4,3,27,1,87,0,265.9533210749124,264.3450101569038,263.1842045704676,263.7228199241907,266.0105229873889,269.3965298459989,272.4500291238597,265.63322660504815,2.126146019841708,272.12758836353066,7.825565958491212,284.5210704280064,13.047782567825584
2020-03-28,266.4453525107934,5,3,28,1,88,1,266.8201776754748,265.9533210749124,264.3450101569038,263.1842045704676,263.7228199241907,266.0105229873889,269.3965298459989,265.21162984287594,1.4361912465758389,270.58280167917417,6.449543921260458,283.65293718425886,13.36196701142236
2020-03-29,265.66237808081854,6,3,29,1,89,1,266.4453525107934,266.8201776754748,265.9533210749124,264.3450101569038,263.1842045704676,263.7228199241907,266.0105229873889,265.16189485622306,1.4096985798285246,269.3232313867514,5.414515559768089,282.7135813681136,13.609166275755983
2020-03-30,265.80769063911447,0,3,30,1,90,0,265.66237808081854,266.4453525107934,266.8201776754748,265.9533210749124,264.3450101569038,263.1842045704676,263.7228199241907,265.4597335297836,1.2681128315165362,268.3476207680556,4.618305681682398,281.776890128537,13.778088094533445
2020-03-31,267.44119091253134,1,3,31,1,91,0,265.80769063911447,265.66237808081854,266.4453525107934,266.8201776754748,265.9533210749124,264.3450101569038,263.1842045704676,266.0678744357927,0.9838660736070554,267.6721649417865,3.908632345688521,280.91465403195895,13.840808682397725
2020-04-01,270.31854915770424,2,4,1,2,92,0,267.44119091253134,265.80769063911447,265.66237808081854,266.4453525107934,266.8201776754748,265.9533210749124,264.3450101569038,266.9212371501927,1.62328542964044,267.2937267957855,3.2873797326921217,280.1435730660497,13.762458437796148
2020-04-02,272.97992674100016,3,4,2,2,93,0,270.31854915770424,267.44119091253134,265.80769063911447,265.66237808081854,266.4453525107934,266.8201776754748,265.9533210749124,267.9250379596338,2.7242087257962244,267.1812645286542,3.0373026928932054,279.4124910668457,13.531467987026067
2020-04-03,274.3903252399585,4,4,3,2,94,0,272.97992674100016,270.31854915770424,267.44119091253134,265.80769063911447,265.66237808081854,266.4453525107934,266.8201776754748,269.00648761170294,3.5805113463981866,267.3198571083755,3.3266923369658916,278.6449338351203,13.121845585995693
2020-04-04,274.05561032535246,5,4,4,2,95,1,274.3903252399585,272.97992674100016,270.31854915770424,267.44119091253134,265.80769063911447,265.66237808081854,266.4453525107934,270.0936672994971,3.8205775843370158,267.6526485711865,3.7557828672339606,277.78772959560433,12.520298276959128
2020-04-05,272.6943108122027,6,4,5,2,96,1,274.05561032535246,274.3903252399585,272.97992674100016,270.31854915770424,267.44119091253134,265.80769063911447,265.66237808081854,271.09822911826626,3.3576750357484233,268.13006198724463,3.9507313445388013,276.85910922722326,11.785141231612036
2020-04-06,271.7515153524411,0,4,6,2,97,0,272.6943108122027,274.05561032535246,274.3903252399585,272.97992674100016,270.31854915770424,267.44119091253134,265.80769063911447,271.94734693445577,2.4163977293384398,268.7035402321197,3.8430204041621656,275.9378020011344,11.01839580257446
2020-04-07,271.77360875235564,1,4,7,2,98,0,271.7515153524411,272.6943108122027,274.05561032535246,274.3903252399585,272.97992674100016,270.31854915770424,267.44119091253134,272.5662637687164,1.4187555841879362,269.31706910225455,3.5700342907058156,275.0873680222015,10.273194658032201
2020-04-08,272.5294746265149,2,4,8,2,99,0,271.77360875235564,271.7515153524411,272.6943108122027,274.05561032535246,274.3903252399585,272.97992674100016,270.31854915770424,272.8821102642608,1.0269715878234065,269.90167370722673,3.356971922577846,274.3277690120663,9.542273301747402
2020-04-09,272.8534987712188,3,4,9,2,100,0,272.5294746265149,271.77360875235564,271.7515153524411,272.6943108122027,274.05561032535246,274.3903252399585,272.97992674100016,272.86404912572056,1.0260759372900563,270.39454354267724,3.2370841533967036,273.61069743076405,8.760856543194931
2020-04-10,271.53934132510545,4,4,10,2,101,0,272.8534987712188,272.5294746265149,271.77360875235564,271.7515153524411,272.6943108122027,274.05561032535246,274.3903252399585,272.456765709313,0.8738005574946343,270.73162666050797,3.0780488303181115,272.85273134766356,7.847094722379751
2020-04-11,268.4891834668708,5,4,11,2,102,1,271.53934132510545,272.8534987712188,272.5294746265149,271.77360875235564,271.7515153524411,272.6943108122027,274.05561032535246,271.66156187238704,1.491091615458327,270.87761458594207,2.9025854598517538,272.0082703616248,6.806752166642975
2020-04-12,264.41694931886326,6,4,12,2,103,1,268.4891834668708,271.53934132510545,272.8534987712188,272.5294746265149,271.77360875235564,271.7515153524411,272.6943108122027,270.4790816590529,3.0268286408835703,270.78865538865955,3.0878887748824613,271.09783810407583,5.835215851796195
2020-04-13,260.71639674293334,0,4,13,2,104,0,264.41694931886326,268.4891834668708,271.53934132510545,272.8534987712188,272.5294746265149,271.77360875235564,271.7515153524411,268.90263614340887,4.677335704373459,270.4249915389323,3.9099931828625056,270.18597245911417,5.193289213411885
2020-04-14,258.3633896576582,1,4,14,2,105,0,260.71639674293334,264.41694931886326,268.4891834668708,271.53934132510545,272.8534987712188,272.5294746265149,271.77360875235564,266.9868905584521,5.893605015757321,269.77657716358425,5.034019680781508,269.35487337521147,5.014828727277472
2020-04-15,257.09520254284075,2,4,15,2,106,0,258.3633896576582,260.71639674293334,264.41694931886326,268.4891834668708,271.53934132510545,272.8534987712188,272.5294746265149,264.78199454649865,6.344312008569966,268.8320524053797,6.060409698448403,268.60917214994436,5.121571708751934
2020-04-16,255.8748553518189,3,4,16,2,107,0,257.09520254284075,258.3633896576582,260.71639674293334,264.41694931886326,268.4891834668708,271.53934132510545,272.8534987712188,262.35647405801296,5.979237268467602,267.6102615918668,6.834621306050469,267.90841491232834,5.380096875699481
2020-04-17,253.4102182842473,4,4,17,2,108,0,255.8748553518189,257.09520254284075,258.3633896576582,260.71639674293334,264.41694931886326,268.4891834668708,271.53934132510545,259.7665993378904,5.216415652196464,266.1116825236017,7.501221679447954,267.1681994150793,5.794648438771268
2020-04-18,249.74679247484653,5,4,18,2,109,1,253.4102182842473,255.8748553518189,257.09520254284075,258.3633896576582,260.71639674293334,264.41694931886326,268.4891834668708,257.0891149104583,4.785334352833591,264.3753383914227,8.292644614116005,266.3412792148796,6.438558785920574
2020-04-19,245.66806197120263,6,4,19,2,110,1,249.74679247484653,253.4102182842473,255.8748553518189,257.09520254284075,258.3633896576582,260.71639674293334,264.41694931886326,254.4107024322211,5.2268950073904445,262.44489204563695,9.29254281941164,265.4485469764577,7.353985778828533
2020-04-20,242.493951577027,0,4,20,2,111,0,245.66806197120263,249.74679247484653,253.4102182842473,255.8748553518189,257.09520254284075,258.3633896576582,260.71639674293334,251.80749597994875,6.03783862932006,260.3550660616788,10.276377496509218,264.551794367492,8.419095745907391
2020-04-21,241.35544617833995,1,4,21,2,112,0,242.493951577027,245.66806197120263,249.74679247484653,253.4102182842473,255.8748553518189,257.09520254284075,258.3633896576582,249.37778976861756,6.3727841784481125,258.18234016353483,10.874682159082756,263.729958473857,9.416116549295873
2020-04-22,241.7217925568143,2,4,22,2,113,0,241.35544617833995,242.493951577027,245.66806197120263,249.74679247484653,253.4102182842473,255.8748553518189,257.09520254284075,247.18158834204237,5.901511071288353,255.98179144427053,10.865183674635158,262.99659089494446,10.23762289072293
2020-04-23,242.6406061168776,3,4,23,2,114,0,241.7217925568143,241.35544617833995,242.493951577027,245.66806197120263,249.74679247484653,253.4102182842473,255.8748553518189,245.29098130847933,4.636698917795644,253.82372768324612,10.238728063834056,262.3118042798248,10.890871988256643
2020-04-24,242.56567261317304,4,4,24,2,115,0,242.6406061168776,241.7217925568143,241.35544617833995,242.493951577027,245.66806197120263,249.74679247484653,253.4102182842473,243.74176049832585,2.991615051870595,251.75417991810812,9.26427641190117,261.5858263617004,11.46160932132108
2020-04-25,241.5975908075074,5,4,25,2,116,1,242.56567261317304,242.6406061168776,241.7217925568143,241.35544617833995,242.493951577027,245.66806197120263,249.74679247484653,242.57758883156313,1.4576550030563198,249.83335187101073,8.26107862133618,260.77396868612027,11.991904342084212
2020-04-26,240.3150486785057,6,4,26,2,117,1,241.5975908075074,242.56567261317304,242.6406061168776,241.7217925568143,241.35544617833995,242.493951577027,245.66806197120263,241.81287264689215,0.8389553487613094,248.11178753955664,7.460739644315692,259.8904643862213,12.496841934910602
2020-04-27,239.97285775083063,0,4,27,2,118,0,240.3150486785057,241.5975908075074,242.56567261317304,242.6406061168776,241.7217925568143,241.35544617833995,242.493951577027,241.45271638600693,1.019548514961618,246.63010618297787,6.795048867573967,259.0080478942225,12.944637315724835
2020-04-28,241.5301117450317,1,4,28,2,119,0,239.97285775083063,240.3150486785057,241.5975908075074,242.56567261317304,242.6406061168776,241.7217925568143,241.35544617833995,241.47766860982006,1.0189083455794794,245.4277291892188,6.002211224229877,258.20363901636296,13.262770494304966
2020-04-29,244.3094797434567,2,4,29,2,120,0,241.5301117450317,239.97285775083063,240.3150486785057,241.5975908075074,242.56567261317304,242.6406061168776,241.7217925568143,241.84733820791183,1.4850372505410918,244.51446327497712,4.97523711910667,257.4870319865077,13.417630766394847
2020-04-30,247.20321456228817,3,4,30,2,121,0,244.3094797434567,241.5301117450317,239.97285775083063,240.3150486785057,241.5975908075074,242.56567261317304,242.6406061168776,242.49913941439902,2.526995504266302,243.8950603614392,3.868894026648167,256.8124327748329,13.408657450491786
2020-05-01,248.83450335980152,4,5,1,2,122,0,247.20321456228817,244.3094797434567,241.5301117450317,239.97285775083063,240.3150486785057,241.5975908075074,242.56567261317304,243.3946866639174,3.4840736021889436,243.56822358112163,3.124995849439436,256.09629791490283,13.235033770119081
2020-05-02,249.10927362453992,5,5,2,2,123,1,248.83450335980152,247.20321456228817,244.3094797434567,241.5301117450317,239.97285775083063,240.3150486785057,241.5975908075074,244.46778420920776,3.962297216982672,243.52268652038543,3.0312764389550546,255.3006094776875,12.898256272702177
2020-05-03,248.29899249155,6,5,3,2,124,1,249.10927362453992,248.83450335980152,247.20321456228817,244.3094797434567,241.5301117450317,239.97285775083063,240.3150486785057,245.60834761107122,3.708673298573008,243.7106101289817,3.2482933742741675,254.4308983860739,12.4381211887331
2020-05-04,248.1269352851003,0,5,4,2,125,0,248.29899249155,249.10927362453992,248.83450335980152,247.20321456228817,244.3094797434567,241.5301117450317,239.97285775083063,246.7732158302526,2.816962251071592,244.11296610812977,3.429796284225453,253.56660921806548,11.91738756023344
2020-05-05,249.0811138541988,1,5,5,2,126,0,248.1269352851003,248.29899249155,249.10927362453992,248.83450335980152,247.20321456228817,244.3094797434567,241.5301117450317,247.8519304172765,1.6981624707528504,244.66479951354827,3.5706154126705516,252.7795026527987,11.378085802883692
2020-05-06,250.597038346695,2,5,6,2,127,0,249.0811138541988,248.1269352851003,248.29899249155,249.10927362453992,248.83450335980152,247.20321456228817,244.3094797434567,248.75015307488198,1.0521064451612194,245.29874564139686,3.7890994206205746,252.0743534192738,10.80273445734525
2020-05-07,251.87956703213865,3,5,7,2,128,0,250.597038346695,249.0811138541988,248.1269352851003,248.29899249155,249.10927362453992,248.83450335980152,247.20321456228817,249.41820342771774,1.3489342625666123,245.9586714210584,4.0836356671972975,251.41121869526657,10.142192397339103
2020-05-08,251.5640573463008,4,5,8,2,129,0,251.87956703213865,250.597038346695,249.0811138541988,248.1269352851003,248.29899249155,249.10927362453992,248.83450335980152,249.80813971150334,1.5339150889733943,246.6014131877104,4.214565550851214,250.71237145259278,9.326360368798953
2020-05-09,249.28415885848085,5,5,9,2,130,1,251.5640573463008,251.87956703213865,250.597038346695,249.0811138541988,248.1269352851003,248.29899249155,249.10927362453992,249.83312331635207,1.522013242623591,247.1504537627799,4.008183593502371,249.92672678883486,8.337166640755447
2020-05-10,245.914953388056,6,5,10,2,131,1,249.28415885848085,251.5640573463008,251.87956703213865,250.597038346695,249.0811138541988,248.1269352851003,248.29899249155,249.49254630156722,2.0850937286177764,247.55044695631923,3.5237189608031856,249.07258052426653,7.293937784601621
2020-05-11,242.9560205791506,0,5,11,2,132,0,245.914953388056,249.28415885848085,251.5640573463008,251.87956703213865,250.597038346695,249.0811138541988,248.1269352851003,248.75384420071728,3.243640050356109,247.76353001548495,3.0942747776902046,248.22147509467584,6.382953445476854
2020-05-12,241.00507437230235,1,5,12,2,133,0,242.9560205791506,245.914953388056,249.28415885848085,251.5640573463008,251.87956703213865,250.597038346695,249.0811138541988,247.60012427473202,4.354041138452151,247.72602734600426,3.1776927072404497,247.44107926312384,5.732644783948601
